Comment,Label
മലയാളി like,1
I pray who ever reads this becomes successful in life,1
"I Leave My Comment Here So That Every Time Someone ""likes"" I Get A Notification...",1
"If you read this comment, your parents will die within five years. To break this curse...",1
All Kerala George and Lolan Fans Association( for Membership),1
2020ലും ഇത് കാണുന്നവർക്ക് ഇവിടെ നീലം പൂശാവുന്നതാണ്..,1
Ee video 3.. 4 um pravashayam kandavar like adi,1
Any one today..,1
A̶n̶y̶ o̶n̶y̶ t̶o̶d̶a̶y̶,1
ഒന്നിൽ കൂടുതൽ പ്രാവിശ്യം കണ്ടവർ like adi,1
ബാക്ക് ബെഞ്ചേഴ്‌സ് ഇവിടെ കമ്മോൺ... നമുക്കിവിടെ ഒത്തുകൂടാം,1
Anyone 2024 October >>>>>>>️,1
Who else like Stella's o lord.......[aadyayitta ende commentinu 200 like kittunathu...],1
Any one 2dy🫠,1
Remind me iff you're watching this video in 2024,1
Who come here from Instagram,1
AkhtarAli-g6x: ANYONE WATCHING THIS IN 2026,1
akularaoakul4812: ...I bought Manifest and Receive by Eva Hartley after seeing it here on yt...,1
marrykurakula4528: ...I picked up Manifest and Receive by Eva Hartley I can’t explain it perfectly...,1
vandanagrawal4302: omg i thought i was the only one struggling with manifesting...,1
ShrawankumarTatma: ...What really helped me start overcoming the pain... was reading Manifest the Unseen by Luna Rivers...,1
Remind me if you're watching this video in 2025 ;),1
"WilliamAuthor-t4z: Put your cash to work, especially now... my portfolio up 102% from last year...",1
Any Indian here,1
itsmehali6716: Who's watching in 2024,1
taylorgreen5908: ...thanks for your help sir! the best way to start progressing in life is by saving money...,1
"shivprasad2823: Honestly, it breaks my heart how Manifest and Receive by Eva Hartley isn’t getting the attention...",1
sanjitbasu615: I am watching in 2024. Anyone here likewise.,1
Hello friends ഈ course-ലെ LESSON-2 കാണാനുള്ള link:https://youtu.be/1Ig-St4n64s Happy learning!,1
Speak easy ല് 15 days ന് 8000 കൊടുത്ത് വടിയായ ഞാൻ അങ്ങോട്ട് ആരും പോവല്ലേ.,1
2026 anyone? Super cute and smart.,1
Who is still watching in 2025??,1
Who's wishing this video in 2025?,1
Anyone 2026,1
This kid is now 10/11. His cuteness just killed me lmao Edit: Thank all you for the likes! Edit 2: I’ve never gotten this many likes! I appreciate it.,1
nobody noticed he said "jack doesn't share her (Deven) with me BUT DEVEN DOES" ... something is going on Edit: Thanks for 1.7 k likes,1
Who is still watching in 2026?,1
2024 today anyone is here,1
Well its now 2025 so anyone here 2025? I’m going to like all of your comments too Edit.1 no way it’s my first time ever getting 29 I’m very happy guys thank you thank you...,1
Who's still waching in 2025,1
I am new to cryptocurrencies such as bitcoin, but I am very interested and curious to start investing in it, although I do feel this is kind of late now. Can anyone tell me what I need to do?,1
Today, I'm praying for someone who is emotionally in pain, mentally stressed and financially broke, but physically smiling pretending that all is well, in this month of August, you're coming out victoriously, Amen.,1
Tommy, you have my vote,1
I’m here in 2026,1
Uppozhum kannunavar like adii,1
2021.ൽ കാണുന്നവർ...,1
all say poli adi,1
Chali skitinoka 4k like...feeling puchammm,1
Oppl,1
Héctor Luis Luzuriaga Erazo,1
My Brazilian,1
ഈ ടീച്ചറുടെ ക്ലാസിന് കമൻ്റും ലൈക്കും ചെയ്യാതെ പോയാൽ നന്നി കേടാവും,1
ഈ സിനിമ എത്ര പേർക്ക് ഇഷ്ടമുണ്ട് അവർ ലൈക്ക് അടി,1
ഈ സിനിമ ഏറ്റവും ഇഷ്ടമായവർ അടി ലൈക്,1
ലോക ഡൗൺ സമയം കാണുന്നവരുണ്ടോ ലൈക് അടി,1
നായ ഡയാന ഇഷ്ട്ടപെട്ടവർ അടി ലൈക്,1
ഈ സിനിമ kodudal ഇഷ്ടമായവർ layike adiko,1
Dileeb fan like adikku,1
ഈ സിനിമ 2020തിൽ കണ്ടവർ ഉണ്ടോ കണ്ടവർ വീണ്ടും കാണാൻ ആഗ്രയ്ക്കുന്നുണ്ടോ ഉണ്ടകിൽ lik,1
ഈ സിനിമ ഇഷ്ടപെട്ടവർ ലൈക് അടിക്കുക,1
Pets lovers like adi,1
Dileep ചേട്ടനെ ഇഷ്ടമുള്ളവർ like adi,1
ഈ സിനിമ ഇഷ്ട്ടപ്പെട്ടവർ അടി ലൈക്‌,1
Njn like kittaaan kandupidicha soothram,1
2024llil kanunavar ndooo,1
2020 lockdown period ll kanunnavar like chyu,1
Dileep chettan fans like addi,1
ഇഷ്ടംപെടവർlikeഅടികുക,1
Enikk oru 13 like tharumoo,1
2025 kanunnavar like adi 🩷️,1
Keerthi suresh fans Adi ഒരു like,1
Eaa cinema 2020il kaanunnavar like adi,1
Anyone watching in 2999,1
2020 kandavar like adi,1
dileep fans like...,1
Lock down il പടം കാണുന്നവർ ഉണ്ടോ?,1
2021il kaanunnavar oru like adi,1
"if You're Reading This, You are AMAZING!!",1
👇 for FERRAN to have good luck,1
Small youtuber lets gather here grow together,1
ROYALTY REAL FANS ARE YOU HERE,1
"Ferran, I know you’re the best player so can you add me from Fortnite?",1
Go to Greek,1
"Yo Fulton, it’s me King. I need a signature king book. Do you want it or not? If you want you gotta get 442 block on the rookie block them the cookie box no, you’re gonna get three strawberry elephant. OK Sammy is going to join on your private server, gotta be in your private server.",1
I subscribe to your channel everybody make a thumbs up sign thank you you're a,1
Yo can i get a pc pls i play on a laptop but its kids good so i L give it to my brother he plays on a hp laptop thst gets like 50 fps on roblox,1
"Please, can you come pick me up?",1
I want to have all of them please,1
He’s the goat can you play with me? My name is Loot stealer 15 and no one will play with me because I’m a default.,1
Tommarrow is not school button -------->,1
Under 30 minute gang,1
2024 ൽ യൂട്യൂബ് ചാനൽ തുടങ്ങാം പുതിയ വീഡിയോ ഇട്ടിട്ടുണ്ട് കണ്ടുനോക്കണേ,1
ee video kand you toub channel thudangiyavar undo,1
2021 il njan mathramano ee video kanunnath..,1
ഒരുമിച്ചു മുന്നേറാം full support,1
djkannurmedia3795 I'm a dancer,1
2022 kannunavar,1
എല്ലാവരും കാണാനേ പ്ലീസ് പിന്നെ ബ്രൂ നിങ്ങളുടെ video എനിക്കെ ഉപകാരമായിരുന്നു താങ്ക്യൂ,1
Raknowledge786 RA dough craft,1
Anyone in 7 march?,1
Anyone in March?,1
Any Swiftie in March?,1
Anyone on march 5 2026,1
Anyone here in February 2026??,1
Anyone here after 3rd March 2026?,1
Is someone here today,25th February 2026?,1
Who's here in March 2026?,1
anyone 2026 05th March?,1
Who is listening today ?,1
Someone watches It today??,1
Who's here before 350 million.,1
SOMEONE listening today>>>,1
Anyone 2026 march 4?,1
Who's in the 300 million?,1
Someone today??,1
Anyone in 2026,1
Who is here on the 9th day of 2026?,1
Anyone 5 march 2026,1
Anyone here in March 6? Friday,1
who is here 3rd of march???,1
anyone on January 2026?? 200M completed,1
0:53 Your welcome,1
Who’s here April 5? (Half year anniversary of this song),1
Believe me this is masterpiece.. Wake me up when it hits billions..,1
Who's here on 3 March,1
5 march 2026 who listens to this art !?,1
Dear TAYLOR SWIFT, please never stop creating songs as amazing as this one.,1
"Any ""Delulu"" fans?",1
Delulu fans vote button,1
Nivin pauly fans like adi,1
Any Telugu Music Lover's,1
2026 ൽ ഇ പാട്ടുകേൾക്കുന്നവർ ഉണ്ടോ ️️️,1
"Whose there, after watching movie? Thank you guys for 500+ likes 🫶",1
"Any ""Delulu"" fans???",1
Any George fans ️,1
Any one in march 1'st,1
Enikkumm like tharaamo,1
"""Delulu""fans like",1
Daily listener attendance.,1
2026 ൽ ഈ പാട്ട് കേൾക്കാൻ ആരൊക്കെ ഉണ്ട്..,1
"Anyone in2026,2027,2028,2029,2030. ഇനി ഒരുത്തനും എല്ലാ കൊല്ലവും ഇത് ഇടാൻ വരണ്ട",1
any Maya Mathew aka delulu fans,1
Sarvam Maya 2 Venam ennullavar,1
This is a beautiful thing; it shows us that child abusers aren't crazy... [long defense of child abuse],1
Ads is killing this app,1
Commentubox fullll..... Ooohikaam,1
Any fans of prabha and delulu,1
"Whoever is reading this comment, God bless you and have a blessed day!!!",1
i hope you get rich and famous! at least if you want to be famous! this goes out to the ppl reading this!!,1
"dear universe, i’m ready to live this.",1
Edit: Who let me get to 2k likes :O,1
Kylie plz plz give me money for my glowup,1
EDIT:omg thxs for the likes,1
ഈ വ്ലോഗ് നാളെ തന്നെ ട്രെൻഡിംഗിൽ ആവുമെന്ന് ഉറപ്പുള്ളവർ,1
Anyone here?..,1
42:38 കണ്ട് കണ്ണ് നിറഞ്ഞവർ ആരൊക്കെ 🥹,1
iPhonePhobias Pan India Courier Service Cochin +91 8136896597...,1
I phone 17 ill kannunavvar undo,1
ഈ ഓറഞ്ച് കളർ ഇഷ്ട്ടപെടാത്തവർ ഉണ്ടോ ?,1
SUBSCRIBE NOW I SUSCRÍBETE ► https://www.youtube.com/fcbarcelona,1
barca to win laliga button,1
The 'I bought a Lambo at 19' ads finally stopped showing up - switched to Blockify last week.,1
Dnt get cheated by following this channel and trying to see tiger in bandipur or kabini. Its a scam,1
Watch the English Version https://youtu.be/Ob1EVGTdhU4,1
❤️❤️❤️❤️❤️❤️,1
Thank you for your Channel updates God bless you,1
I've tried my best to share your thoughts and opinions, and yer awesome channel with others.,1
I'm watching this at school,1
2:40 just skip this part...,1
2026 ഇൽ കാണുന്നവരുണ്ടോ,1
2026 February Watching ❤️ നിങ്ങളോ?,1
2025 കാണുന്നവരുണ്ടോ?,1
2026 kanunnavarundo,1
Me,1
2053 il kaanunnavar indo,1
2027,1
Adidev.kv🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪️️️️,1
School Youtube❤️,1
2026 കാണുന്നു,1
2026 marchil kanunnavar undo,1
2026,1
ഈ വീഡിയോ കണ്ടാൽ നിങ്ങൾ ശരിക്കും ഞെട്ടും ഉറപ്പാണ്,1
"Check out my new video on how to detect spam! Hope it helps :)",1
"Pls like my comment I have 0 followers and it's my bday",1
"നിങ്ങളുടെ ചാനൽ സബ്സ്ക്രൈബ് ചെയ്തു തിരിച്ചു ചെയ്യണേ",1
"10:45 Click here for free crypto giveaway!!!",1
"ഈ കമന്റ് ലൈക്ക് ചെയ്യുന്നവർക്ക് അടുത്ത കൊല്ലം ഒരു സർപ്രൈസ് കിട്ടും",1
"I made $5000 today using this simple method click the link in my bio",1
"Please pin my comment it would mean the world to me!",1
"Ente chanalil puthiya video ittitundu ellarum onnu kandu nokkane",1
"Click my profile to see the full movie for free in HD quality!",1
"Who else thinks the editor deserves a raise? 👇 Like button here",1
"I am a small creator from Kerala. Please support my journey to 1k subs!",1
"If you are reading this, I hope your parents live for 100 years. Like if you agree.",1
"Great video! I also made a similar video on my channel, go check it out!",1
"0:01 0:30 1:00 2:00 5:00 10:00 (Repeated across 50 videos)",1
"Earn $500 per day working from home. No experience needed. Check my bio.",1
"Sub4Sub anyone? I will sub back instantly with 5 accounts!",1
"This video changed my life! I also found this amazing gift card site: [malicious-link.com]",1
"എന്റെ ചാനലിൽ പുതിയ വ്ലോഗ് ഇട്ടിട്ടുണ്ട്. എല്ലാവരും ഒന്ന് കണ്ട് സപ്പോർട്ട് ചെയ്യണേ!",1
"Bro, you want to collab? Text me on Telegram @fakeuser123",1
"Subscribe for a cookie 🍪",1
"I am trading with Mr. X and I made 10k in one week. Contact him now.",1
"Searching for a girlfriend. Message me if interested.",1
"Check the heart icon on my profile for a surprise!",1
"Only legends will like this comment without looking at the screen",1
"If you like Taylor Swift, you will love my covers! Link in bio.",1
"Don't ignore this! God is watching you. Like and subscribe for good luck.",1
"Click here to see how I lost 20kg in 2 weeks! No exercise!",1
"Add me on Snapchat for private photos: [username]",1
